id,name,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,review_rate_number,calculated_host_listings_count,availability_365,outlier_mn;
1199059,Comfortable Cozy Space in El Barrio,unconfirmed,Warren,Manhattan,East Harlem,40.79406,-73.94102,False,moderate,Shared room,2008,599.0,120.0,0,131,1.0,2.0,351.0,not-outlier;
1199612,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,unconfirmed,Bennett,Brooklyn,Fort Greene,40.68795,-73.97332,False,strict,Entire home/apt,2009,672.0,134.0,0,15,3.0,1.0,371.0,not-outlier;
1200164,MANHATTAN Neat, Nice, Bright ROOM,verified,Phillips,Manhattan,Washington Heights,40.85295,-73.93361,False,flexible,Private room,2021,50.0,10.0,2,136,4.0,1.0,312.0,not-outlier;
1201269,Large Brand New Park Slope 1BR,unconfirmed,Andrews,Brooklyn,Gowanus,40.66918,-73.99187,False,flexible,Entire home/apt,2006,575.0,115.0,7,98,3.0,1.0,141.0,not-outlier;
1201821,Colorful Artistic Williamsburg Apt,verified,Parker,Brooklyn,Williamsburg,40.71125,-73.95613,True,strict,Private room,2011,99.0,20.0,3,31,2.0,1.0,419.0,not-outlier;
1202373,UWS Brownstone Near Central Park,verified,Grant,Manhattan,Upper West Side,40.78558,-73.9696,False,moderate,Entire home/apt,2012,52.0,10.0,21,45,5.0,1.0,256.0,outlier;
1202926,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,unconfirmed,Mason,Brooklyn,Williamsburg,40.71577,-73.96053,True,moderate,Entire home/apt,2019,964.0,193.0,3,124,5.0,1.0,380.0,not-outlier;
1203478,2 BR w/ Terrace @ Box House Hotel,unconfirmed,Dixon,Brooklyn,Greenpoint,40.73861,-73.95485,False,flexible,Private room,2004,68.0,14.0,3,9,4.0,28.0,270.0,not-outlier;
1204030,BOHEMIAN EAST VILLAGE 2 BED HAVEN,unconfirmed,Montgomery,Manhattan,East Village,40.72577,-73.98745,True,moderate,Entire home/apt,2017,549.0,110.0,5,166,5.0,2.0,45.0,not-outlier;
1204582,Oceanfront Apartment in Rockaway,verified,Reed,Queens,Rockaway Beach,40.58615,-73.81245,False,flexible,Private room,2011,438.0,88.0,27,13,3.0,1.0,336.0,outlier;
1205135,Private 1-Bedroom Apt in Townhouse,verified,Johnston,Brooklyn,Crown Heights,40.67086,-73.94872,True,moderate,Entire home/apt,2006,490.0,98.0,30,15,5.0,5.0,176.0,outlier;
1205687,Bright Room With A Great River View,verified,Lloyd,Manhattan,Harlem,40.82773,-73.95231,True,strict,Private room,2013,1137.0,227.0,3,380,4.0,2.0,379.0,not-outlier;
1206239,Tree lined block modern apartment,verified,Rogers,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,False,flexible,Entire home/apt,2016,1170.0,234.0,2,86,2.0,1.0,35.0,not-outlier;
1206792,Sweet Historic Greenpoint Duplex,unconfirmed,Miller,Brooklyn,Greenpoint,40.72911,-73.95493,True,strict,Entire home/apt,2011,753.0,151.0,3,248,2.0,3.0,210.0,not-outlier;
1207344,Riverside Charm with Fire Place,verified,Cole,Manhattan,Upper West Side,40.77944,-73.98567,True,strict,Entire home/apt,2014,369.0,74.0,5,49,2.0,1.0,203.0,not-outlier;
1207896,Very Central, Nomad/Chelsea Loft Studio,unconfirmed,Kelly,Manhattan,Midtown,40.74503,-73.98876,True,strict,Entire home/apt,2022,508.0,102.0,18,54,4.0,1.0,264.0,outlier;
1208449,Sunny 3BR Apt Ideal for Family,unconfirmed,Foster,Brooklyn,Crown Heights,40.67539,-73.96093,True,flexible,Entire home/apt,2003,443.0,89.0,7,3,4.0,1.0,402.0,not-outlier;
1209001,Cozy Private Room in West Harlem!,verified,Higgins,Manhattan,Harlem,40.8054,-73.95189,False,strict,Private room,2005,947.0,189.0,1,1,1.0,1.0,53.0,not-outlier;
1209553,UES Quiet & Spacious 1 bdrm for 4,unconfirmed,Richardson,Manhattan,Upper East Side,40.78491,-73.9508,False,flexible,Entire home/apt,2021,857.0,171.0,2,56,3.0,1.0,252.0,not-outlier;
1210105,ALL ABOUT A VERY COMFORTABLE ROOM..,verified,Wells,Brooklyn,Fort Greene,40.69088,-73.97307,False,flexible,Private room,2018,861.0,172.0,2,163,3.0,2.0,398.0,not-outlier;
1210658,Brooklyn- Crown Heights Garden Apt.,unconfirmed,Kelley,Brooklyn,Crown Heights,40.67555,-73.95057,True,strict,Private room,2010,536.0,107.0,2,247,1.0,2.0,82.0,not-outlier;
1211210,Cozy room in Time Square!,verified,Williams,Manhattan,Hell's Kitchen,40.75835,-73.99193,True,moderate,Private room,2017,690.0,138.0,10,116,5.0,1.0,5.0,not-outlier;
1211762,Large Park Slope Townhouse Duplex,unconfirmed,Mitchell,Brooklyn,South Slope,40.66527,-73.9886,False,flexible,Entire home/apt,2003,971.0,194.0,14,27,2.0,2.0,362.0,outlier;
1212315,Lower East Side 2 Bedroom Apt,verified,West,Manhattan,Lower East Side,40.71895,-73.99434,False,strict,Entire home/apt,2008,696.0,139.0,1,52,5.0,3.0,338.0,not-outlier;
1212867,Manhattan Studio, Perfect Location,unconfirmed,Smith,Manhattan,Midtown,40.75579,-73.96699,False,flexible,Entire home/apt,2014,1188.0,238.0,6,39,4.0,1.0,238.0,not-outlier;
1215628,none,verified,Gibson,Brooklyn,Brooklyn Heights,40.69263,-73.99438,False,strict,Entire home/apt,2014,1042.0,208.0,30,95,5.0,1.0,238.0,outlier;
1216181,none,verified,Harrison,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,False,moderate,Entire home/apt,2019,52.0,10.0,4,70,2.0,1.0,406.0,not-outlier;
1216733,none,verified,Barrett,Manhattan,Chelsea,40.74412,-74.00208,True,moderate,Private room,2007,409.0,82.0,2,35,3.0,1.0,11.0,not-outlier;
1217285,none,unconfirmed,Gibson,Manhattan,East Village,40.73067,-73.98702,True,moderate,Private room,2018,121.0,24.0,2,0,4.0,1.0,227.0,not-outlier;
1217838,none,verified,Hall,Brooklyn,Williamsburg,40.70665,-73.94061,False,moderate,Entire home/apt,2008,788.0,158.0,4,50,3.0,1.0,235.0,not-outlier;
1218390,Spacious Brooklyn Loft - 2 Bedroom,verified,Fowler,Brooklyn,Williamsburg,40.72063,-73.95952,True,flexible,Entire home/apt,2010,586.0,117.0,2,29,1.0,1.0,318.0,not-outlier;
1218942,Park Slope Apt:, Spacious 2 bedroom,unconfirmed,Smith,Brooklyn,Park Slope,40.67644,-73.98082,True,strict,Entire home/apt,2017,608.0,122.0,2,23,2.0,2.0,280.0,not-outlier;
1219495,NYC Studio for Rent in Townhouse,unconfirmed,Tucker,Manhattan,Harlem,40.80481,-73.94794,False,strict,Entire home/apt,2015,964.0,193.0,2,142,2.0,2.0,140.0,not-outlier;
1220047,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,verified,Holmes,Manhattan,East Village,40.72533,-73.99143,True,strict,Entire home/apt,2010,154.0,31.0,2,70,4.0,1.0,256.0,not-outlier;
1220599,Authentic New York City Living,verified,Allen,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,True,strict,Private room,2008,132.0,26.0,2,38,3.0,2.0,107.0,not-outlier;
1221151,SUPER BIG AND COZY PRIVATE BEDROOM,verified,Tucker,Brooklyn,Kensington,40.64302,-73.97255,False,flexible,Private room,2015,779.0,156.0,0,82,2.0,2.0,131.0,not-outlier;
1221704,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,unconfirmed,Higgins,Manhattan,East Village,40.72939,-73.98857,True,moderate,Entire home/apt,2014,619.0,124.0,2,403,1.0,3.0,35.0,not-outlier;
1222256,Gorgeous Upper West Side Apartment,unconfirmed,Cameron,Manhattan,Upper West Side,40.79918,-73.96607,True,moderate,Private room,2018,1155.0,231.0,1,3,2.0,1.0,117.0,not-outlier;
1232750,none,unconfirmed,Marcus,Brooklyn,Park Slope,40.67535,-73.97654,False,strict,Entire home/apt,2011,1162.0,232.0,1,35,5.0,1.0,416.0,not-outlier;
1233302,none,verified,Richard,Manhattan,Nolita,40.72255,-73.99346,True,flexible,Entire home/apt,2020,438.0,88.0,3,18,5.0,1.0,377.0,not-outlier;
1233854,Charming Nolita Apartment!!,verified,Belinda,Manhattan,Nolita,40.72094,-73.99706,False,flexible,Entire home/apt,2008,874.0,175.0,0,68,5.0,1.0,13.0,outlier;
1234407,EAST VILLAGE STUDIO, sunny & quiet,unconfirmed,Camila,Manhattan,East Village,40.72485,-73.97813,True,strict,Entire home/apt,2009,589.0,118.0,4,22,5.0,1.0,84.0,not-outlier;
1234959,LUXURY OF THE HORIZON,unconfirmed,Dexter,Manhattan,Harlem,40.80473,-73.9532,False,strict,Entire home/apt,2018,725.0,145.0,8,17,3.0,1.0,291.0,not-outlier;
1235511,1 Bdrm in 4 Bdrm dupelx/roof deck,unconfirmed,Charlotte,Manhattan,East Village,40.72217,-73.98419,False,strict,Private room,2019,661.0,132.0,0,34,5.0,1.0,113.0,not-outlier;
1236064,The Heart of Prime Williamsburg,unconfirmed,Naomi,Brooklyn,Williamsburg,40.71943,-73.9565,True,flexible,Entire home/apt,2021,960.0,192.0,0,8,4.0,1.0,207.0,not-outlier;
1236616,Parisian apartment in Chelsea,unconfirmed,Eric,Manhattan,Chelsea,40.74249,-74.00329,True,moderate,Entire home/apt,2009,162.0,32.0,0,0,1.0,1.0,50.0,not-outlier;
1237168,Cozy 2 Bedroom with Private Garden,unconfirmed,Eddy,Manhattan,Upper West Side,40.79264,-73.97294,True,flexible,Entire home/apt,2014,431.0,86.0,0,2,3.0,1.0,349.0,not-outlier;
1237720,Three-bedroom house in a quiet neighborhood,unconfirmed,Julia,Brooklyn,Windsor Terrace,40.65749,-73.97675,False,moderate,Entire home/apt,2014,226.0,45.0,0,52,5.0,1.0,198.0,not-outlier;
1238273,Beautiful Duplex w/Private Garden,verified,Julia,Manhattan,Harlem,40.80474,-73.94688,True,strict,Entire home/apt,2022,1101.0,220.0,0,74,2.0,2.0,143.0,not-outlier;
1241034,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,unconfirmed,Darcy,Bronx,Woodlawn,40.89747,-73.8639,True,moderate,Entire home/apt,2010,811.0,162.0,1,197,5.0,1.0,132.0,not-outlier;
1241587,Lower East Side 2 Bed Apt.,unconfirmed,Albert,Manhattan,Lower East Side,40.72008,-73.98404,False,strict,Entire home/apt,2019,935.0,187.0,4,19,5.0,1.0,327.0,not-outlier;
1242139,Astoria-Private Home NYC-,unconfirmed,Marcus,Queens,Astoria,40.75725,-73.91098,True,flexible,Entire home/apt,2016,465.0,93.0,1,414,5.0,1.0,325.0,not-outlier;
1242691,BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.,unconfirmed,Haris,Brooklyn,Williamsburg,40.7102,-73.94495,False,moderate,Private room,2012,256.0,51.0,2,8,3.0,4.0,331.0,not-outlier;
1243243,Park Slope Apartment,verified,Luke,Brooklyn,Park Slope,40.67359,-73.97904,True,flexible,Entire home/apt,2005,716.0,143.0,2,0,3.0,1.0,378.0,not-outlier;
1243796,CHARMING PRIVATE BEDROOM EAST VILLAGE,verified,Miranda,Manhattan,East Village,40.72674,-73.9782,False,flexible,Private room,2007,1196.0,239.0,7,25,5.0,1.0,283.0,not-outlier;
1244348,City Room - Semi Private Bedroom,unconfirmed,Melissa,Manhattan,Harlem,40.81156,-73.94571,True,moderate,Private room,2003,448.0,90.0,3,119,1.0,5.0,114.0,not-outlier;
1244900,Cozy apartment in a brownstone,verified,Adelaide,Manhattan,Harlem,40.80497,-73.95016,False,moderate,Entire home/apt,2021,920.0,184.0,0,203,5.0,3.0,77.0,outlier;
1245453,Female Only Clean15min to Manhattan,unconfirmed,Aida,Queens,Sunnyside,40.7385,-73.91806,True,strict,Private room,2017,805.0,161.0,40,53,1.0,3.0,376.0,outlier;
1246005,Greenpoint Spacious Loft,verified,Lenny,Brooklyn,Greenpoint,40.72937,-73.95671,False,flexible,Entire home/apt,2008,859.0,172.0,2,104,2.0,1.0,211.0,not-outlier;
1246557,Private E. Village Townhouse Stay,unconfirmed,Walter,Manhattan,East Village,40.72587,-73.98438,False,moderate,Private room,2008,691.0,138.0,3,175,3.0,1.0,256.0,not-outlier;
1247110,Harlem/Hamilton Heights Cozy Room,unconfirmed,Sawyer,Manhattan,Harlem,40.82426,-73.9463,True,flexible,Private room,2006,693.0,139.0,3,38,4.0,3.0,145.0,not-outlier;
1247662,Incredible Prime Williamsburg Loft!,verified,Kevin,Brooklyn,Williamsburg,40.71624,-73.96272,True,strict,Entire home/apt,2010,747.0,149.0,45,39,5.0,1.0,112.0,outlier;
1248214,Large  Loft Style  Studio  Space,verified,Penelope,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,False,flexible,Entire home/apt,2020,906.0,181.0,31,88,3.0,1.0,296.0,outlier;
1249319,Entire Apt in Heart of Williamsburg,verified,Heather,Brooklyn,Williamsburg,40.71534,-73.95914,False,flexible,Entire home/apt,2022,252.0,50.0,5,117,5.0,1.0,47.0,not-outlier;
1249871,Clinton Hill + Free Coffee = #smile,verified,Fenton,Brooklyn,Clinton Hill,40.68288,-73.96024,False,moderate,Private room,2017,718.0,144.0,3,43,2.0,2.0,130.0,not-outlier;
1250423,none,verified,Evelyn,Brooklyn,Greenpoint,40.72489,-73.95494,True,strict,Entire home/apt,2015,120.0,24.0,5,4,3.0,1.0,106.0,not-outlier;
1250976,none,unconfirmed,Bruce,Brooklyn,Williamsburg,40.70867,-73.94284,False,strict,Entire home/apt,2011,1161.0,232.0,2,385,5.0,1.0,97.0,not-outlier;
1251528,none,unconfirmed,Aldus,Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,True,strict,Private room,2014,407.0,81.0,1,64,1.0,3.0,368.0,not-outlier;
1252080,Red Room for two in Brownstone for $1355/mo,verified,Gianna,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,True,moderate,Private room,2017,857.0,171.0,1,39,5.0,3.0,193.0,not-outlier;
1252633,Chelsea living, 2BR best location,unconfirmed,Kirsten,Manhattan,Chelsea,40.74346,-73.99882,False,flexible,Private room,2004,839.0,168.0,2,37,2.0,1.0,362.0,not-outlier;
1253185,LOCATION LOCATION LOCATION UWS 60's,verified,Freddie,Manhattan,Upper West Side,40.77724,-73.98109,True,flexible,Entire home/apt,2021,1126.0,225.0,3,10,5.0,1.0,100.0,not-outlier;
1253737,In the heart of East Village,verified,Adam,Manhattan,East Village,40.72972,-73.97995,True,strict,Entire home/apt,2020,166.0,33.0,2,103,2.0,1.0,248.0,not-outlier;
1254289,Sunny 15min to Manhattan LADY only,verified,Honey,Queens,Sunnyside,40.74102,-73.91681,False,moderate,Private room,2004,330.0,66.0,40,41,2.0,3.0,400.0,outlier;
1254842,Surfer room 15mins to downtown NYC!,verified,Eleanor,Brooklyn,Williamsburg,40.71309,-73.94128,False,flexible,Private room,2018,225.0,45.0,6,3,5.0,1.0,231.0,not-outlier;
1255394,Manhattan Penthouse-Max.12 guests,unconfirmed,Lydia,Manhattan,Harlem,40.83096,-73.94633,True,strict,Entire home/apt,2010,839.0,168.0,3,227,3.0,1.0,399.0,not-outlier;
1262022,LG Private Room/Family Friendly,verified,Alexander,Brooklyn,Bushwick,40.70283,-73.92131,True,moderate,Private room,2004,1111.0,222.0,0,480,2.0,1.0,319.0,not-outlier;
1262574,Spacious Quiet rm - 20mins to Midtown,unconfirmed,Sarah,Manhattan,Washington Heights,40.84468,-73.94303,True,strict,Private room,2016,409.0,82.0,365,34,1.0,1.0,182.0,outlier;
1263126,3 BR, Beautiful Brooklyn Duplex,verified,Ashton,Brooklyn,Carroll Gardens,40.68252,-73.99619,False,flexible,Entire home/apt,2016,572.0,114.0,0,6,3.0,1.0,164.0,not-outlier;
1263679,Spacious modern studio apartment in Manhattan,unconfirmed,Sarah,Manhattan,Chelsea,40.74342,-73.99483,True,flexible,Entire home/apt,2008,413.0,83.0,0,3,5.0,2.0,266.0,not-outlier;
1264231,Gorgeous Duplex + Garden,unconfirmed,Richard,Brooklyn,Park Slope,40.67853,-73.98089,False,flexible,Entire home/apt,2008,455.0,91.0,0,2,4.0,1.0,4.0,not-outlier;
1264783,CBG# 4Tiny room w/ huge window/AC,unconfirmed,Maya,Brooklyn,Park Slope,40.6788,-73.97643,True,moderate,Private room,2020,563.0,113.0,0,20,2.0,6.0,6.0,not-outlier;
1265335,Charming upper west side apartment,unconfirmed,Alen,Manhattan,Upper West Side,40.77886,-73.98042,True,strict,Entire home/apt,2022,410.0,82.0,0,129,2.0,1.0,381.0,not-outlier;
1265888,Light-filled East Village Delight,unconfirmed,Dainton,Manhattan,East Village,40.72578,-73.97879,False,moderate,Entire home/apt,2021,229.0,46.0,3,147,5.0,1.0,253.0,not-outlier;
1266440,Sunny, quiet, legal homelike suite-Pk Slope South,unconfirmed,Jessica,Brooklyn,South Slope,40.66085,-73.98537,False,moderate,Entire home/apt,2017,1060.0,212.0,28,101,4.0,1.0,53.0,outlier;
1266992,Spacious Duplex in Brownstone!,verified,Lana,Manhattan,East Harlem,40.80113,-73.94503,False,moderate,Entire home/apt,2006,1046.0,209.0,2,11,4.0,2.0,191.0,not-outlier;
1267545,Lovely Vintage Haven—Heart of UWS,verified,Valeria,Manhattan,Upper West Side,40.78569,-73.97581,False,strict,Entire home/apt,2010,114.0,23.0,65,11,4.0,1.0,414.0,outlier;
1271963,Gorgeous 1 bdrm in huge duplex!,verified,Julian,Manhattan,Harlem,40.80224,-73.94558,True,moderate,Private room,2016,424.0,85.0,2,17,3.0,2.0,9.0,not-outlier;
1272515,Sunny, cozy room in Lower East Side,verified,Lucia,Manhattan,Lower East Side,40.71473,-73.98842,False,flexible,Private room,2016,435.0,87.0,3,3,4.0,2.0,9.0,not-outlier;
1273620,Cozy Pre-War Harlem Apartment,verified,Daniel,Manhattan,Harlem,40.80827,-73.95329,True,flexible,Shared room,2019,67.0,13.0,3,168,5.0,1.0,345.0,not-outlier;
1274172,spacious studio,verified,Edwin,Brooklyn,Greenpoint,40.72901,-73.95812,True,strict,Private room,2012,590.0,118.0,3,241,4.0,1.0,186.0,not-outlier;
1274725,Elegant 2-BR duplex, Union Square,verified,Albert,Manhattan,Gramercy,40.73476,-73.98452,False,flexible,Entire home/apt,2016,365.0,73.0,2,105,3.0,1.0,248.0,not-outlier;
1275277,Cozy private family home in Bushwick,unconfirmed,Adison,Brooklyn,Bushwick,40.69055,-73.92357,True,strict,Entire home/apt,2011,314.0,63.0,2,11,2.0,1.0,187.0,not-outlier;
1275829,Luxury 2Bed/2.5Bath Central Park View,verified,Walter,Manhattan,Upper West Side,40.7735,-73.98697,True,moderate,Entire home/apt,2003,1139.0,228.0,30,30,4.0,11.0,400.0,outlier;
1276381,Cosy Sunny 1brm in Prospect Heights,verified,Ted,Brooklyn,Crown Heights,40.67505,-73.95969,False,moderate,Entire home/apt,2009,638.0,128.0,3,31,1.0,1.0,70.0,not-outlier;
1276934,East Village bedroom w rooftop,verified,Kate,Manhattan,East Village,40.72974,-73.98201,False,moderate,Private room,2014,1051.0,210.0,4,49,1.0,2.0,268.0,not-outlier;
1277486,Williamsburg Home Away From Home!,unconfirmed,Ned,Brooklyn,Williamsburg,40.70925,-73.95425,False,flexible,Entire home/apt,2015,164.0,33.0,4,23,3.0,1.0,209.0,not-outlier;
1278038,Brand New Beautiful Duplex Apartment with Garden,verified,Chelsea,Brooklyn,Greenpoint,40.72315,-73.95226,True,strict,Entire home/apt,2020,586.0,117.0,2,20,5.0,2.0,247.0,not-outlier;
1284114,Williamsburg bedroom by Bedford Ave,unconfirmed,Lana,Brooklyn,Williamsburg,40.71312,-73.96199,True,flexible,Private room,2008,1057.0,211.0,2,227,5.0,1.0,19.0,not-outlier;
1284666,Clean and bright with a comfortable atmosphere,unconfirmed,Henry,Brooklyn,Williamsburg,40.71297,-73.94336,True,flexible,Private room,2005,546.0,109.0,4,80,3.0,1.0,88.0,not-outlier;
1285218,WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM,unconfirmed,Reid,Manhattan,West Village,40.73712,-74.00166,True,moderate,Private room,2004,88.0,18.0,30,5,5.0,1.0,62.0,outlier;
1285771,Historic Brooklyn Studio Apartment,unconfirmed,Miley,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,False,strict,Entire home/apt,2012,833.0,167.0,2,187,3.0,2.0,420.0,not-outlier;
1289084,Room in Chic Modern High Line Luxury- New!,verified,Adrian,Manhattan,Chelsea,40.74695,-74.00454,False,moderate,Private room,2011,440.0,88.0,4,1,3.0,1.0,398.0,not-outlier;
1289637,Family & Friends in New York City,unconfirmed,Emma,Brooklyn,East New York,40.67497,-73.87305,True,moderate,Entire home/apt,2011,1181.0,236.0,3,177,2.0,1.0,145.0,not-outlier;
1290189,Spacious & Comfy BK Brownstone,verified,Leonardo,Brooklyn,Crown Heights,40.66788,-73.94813,False,flexible,Entire home/apt,2010,923.0,185.0,4,90,3.0,1.0,45.0,not-outlier;
1290741,Large Luxury Upper East Side Studio,verified,Cadie,Manhattan,Upper East Side,40.76684,-73.95944,True,flexible,Entire home/apt,2014,858.0,172.0,7,39,2.0,1.0,369.0,not-outlier;
1291294,Chateau Style Brooklyn Loft for Singles or Couples,verified,Carlos,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,False,moderate,Entire home/apt,2022,413.0,83.0,0,42,5.0,1.0,292.0,not-outlier;
1291846,Lovely Brooklyn Brownstone 1BR!,unconfirmed,Victoria,Brooklyn,Prospect Heights,40.67946,-73.96501,True,strict,Entire home/apt,2013,972.0,194.0,3,33,1.0,1.0,214.0,not-outlier;
1292398,Beautiful Grdn. Apt. in Park Slope,verified,Cherry,Brooklyn,Park Slope,40.66944,-73.98083,True,strict,Entire home/apt,2005,346.0,69.0,3,179,5.0,1.0,114.0,not-outlier;
1292950,Sun-drenched East Village Penthouse,verified,Oliver,Manhattan,East Village,40.72566,-73.97748,False,flexible,Private room,2010,152.0,30.0,3,81,4.0,2.0,171.0,not-outlier;
1293503,Columbus Circle Luxury Bldg - Private Room&Bath,verified,Derek,Manhattan,Hell's Kitchen,40.7709,-73.99181,False,moderate,Private room,2021,619.0,124.0,28,43,5.0,2.0,4.0,outlier;
1294055,Bright Private Bedroom in Williamsburg (Bedford L),unconfirmed,Ellia,Brooklyn,Williamsburg,40.71943,-73.95958,False,strict,Private room,2003,557.0,111.0,30,52,4.0,1.0,228.0,outlier;
1294607,Spacious, Kid-Friendly, and 15-20 Mins. to Midtown,unconfirmed,Amelia,Queens,Sunnyside,40.74249,-73.92466,True,strict,Private room,2010,177.0,35.0,2,160,2.0,1.0,301.0,not-outlier;
1295160,Quiet Chelsea Studio w/Charm,verified,Wilson,Manhattan,Chelsea,40.74033,-74.00024,False,flexible,Entire home/apt,2020,836.0,167.0,6,23,1.0,2.0,129.0,not-outlier;
1295712,Large Room Overlooking Central Park,unconfirmed,Charlotte,Manhattan,Upper West Side,40.7969,-73.96128,False,strict,Private room,2007,181.0,36.0,6,35,4.0,1.0,210.0,not-outlier;
1296264,Cheerful, comfortable room,unconfirmed,Stella,Manhattan,Washington Heights,40.83403,-73.94553,True,flexible,Private room,2010,913.0,183.0,1,225,5.0,1.0,146.0,not-outlier;
1296817,Hospitality on Propsect Pk-12 yrs Hosting Legally!,unconfirmed,Gianna,Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641,False,moderate,Private room,2014,556.0,111.0,1,401,4.0,2.0,313.0,not-outlier;
1297369,Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!,verified,Honey,Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,True,moderate,Private room,2016,67.0,13.0,1,72,2.0,2.0,292.0,not-outlier;
1297921,Loft Style Apt in Williamsburg,verified,Robert,Brooklyn,Williamsburg,40.70275,-73.94501,False,moderate,Private room,2003,253.0,51.0,1,46,5.0,1.0,30.0,not-outlier;
1301235,Comfy, Cozy, Brooklyn close to Manhattan,verified,Antony,Brooklyn,Bedford-Stuyvesant,40.68497,-73.95592,False,flexible,Entire home/apt,2021,710.0,142.0,3,207,4.0,1.0,97.0,not-outlier;
1301787,Modern Bedroom in Hamilton Heights,verified,William,Manhattan,Harlem,40.82922,-73.94174,False,moderate,Private room,2005,783.0,157.0,3,50,3.0,2.0,95.0,not-outlier;
1302340,Sunny Space in Williamsburg,verified,Arthur,Brooklyn,Williamsburg,40.71137,-73.94362,False,flexible,Private room,2014,760.0,152.0,2,273,3.0,1.0,373.0,not-outlier;
1302892,Best Manhattan Studio Deal!,unconfirmed,Jacob,Manhattan,Upper East Side,40.76739,-73.9557,False,flexible,Shared room,2015,910.0,182.0,1,0,1.0,1.0,124.0,not-outlier;
1303996,Serene Park Slope Garden Apartment,unconfirmed,Miller,Brooklyn,Park Slope,40.6755,-73.97859,True,strict,Entire home/apt,2021,565.0,113.0,4,105,1.0,1.0,43.0,not-outlier;
1304549,Cozy and spacious - rare for NYC!,unconfirmed,Grace,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94934,False,flexible,Private room,2021,567.0,113.0,4,72,5.0,3.0,402.0,not-outlier;
1305101,Beautiful UES apartment,verified,Dale,Manhattan,Upper East Side,40.7694,-73.9572,False,flexible,Entire home/apt,2004,825.0,165.0,0,8,3.0,1.0,179.0,not-outlier;
1305653,St. James Pl Garden Studio 1block to PRATT &Gtrain,unconfirmed,Rebecca,Brooklyn,Clinton Hill,40.68634,-73.96161,True,strict,Entire home/apt,2020,458.0,92.0,0,58,1.0,6.0,340.0,not-outlier;
1306206,Great, spacious apt in Williamsburg,verified,Thomas,Brooklyn,Williamsburg,40.7093,-73.9497,False,strict,Private room,2003,120.0,24.0,0,8,4.0,1.0,322.0,not-outlier;
1307310,Modern Condo in Midtown,verified,Preston,Manhattan,Theater District,40.75895,-73.9883,True,flexible,Private room,2021,704.0,141.0,0,330,4.0,1.0,420.0,not-outlier;
1307863,Ideal Brooklyn Brownstone Apartment,verified,Alissa,Brooklyn,Bedford-Stuyvesant,40.68186,-73.94113,True,moderate,Entire home/apt,2022,644.0,129.0,3,123,2.0,1.0,236.0,not-outlier;
1308415,A Cozy Oasis in Bushwick, NY,verified,Sofia,Brooklyn,Bushwick,40.68364,-73.91076,False,strict,Private room,2021,500.0,100.0,2,55,1.0,1.0,85.0,not-outlier;
1308967,Private Entrance - Private Parking,verified,Garry,Brooklyn,Williamsburg,40.71893,-73.9428,False,strict,Entire home/apt,2021,1114.0,223.0,4,87,4.0,1.0,75.0,not-outlier;
1309519,Yankee Stadium Oasis 2 stops to Manhattan!,verified,Sydney,Bronx,Concourse Village,40.82802,-73.92039,False,moderate,Private room,2021,581.0,116.0,3,258,1.0,2.0,130.0,not-outlier;
1310072,Sunny, Spacious Studio in Ft.Greene,verified,Charlotte,Brooklyn,Fort Greene,40.68765,-73.97073,False,moderate,Entire home/apt,2016,353.0,71.0,2,4,4.0,1.0,240.0,not-outlier;
1310624,Williamsburg Exposed Brick Loft,unconfirmed,Robert,Brooklyn,Williamsburg,40.71413,-73.96596,True,moderate,Entire home/apt,2012,680.0,136.0,14,31,4.0,1.0,420.0,outlier;
1311176,Bright Modern Charming Housebarge,verified,Luke,Brooklyn,Sheepshead Bay,40.58422,-73.94079,True,moderate,Entire home/apt,2007,441.0,88.0,4,128,2.0,2.0,8.0,not-outlier;
1311729,Central Bedford Avenue Apartment,verified,Sienna,Brooklyn,Williamsburg,40.71973,-73.95582,False,flexible,Entire home/apt,2022,357.0,71.0,3,14,5.0,1.0,138.0,not-outlier;
